1023	34.086	 
1023	35.162	48.684
512 1022	109.11200000000001	 
516 1020	111.903	113.011
260 1020	116.87100000000001	 
512 520 1016	119.06	 
512 520 1016	119.193	123.58500000000001
512 528 1016	126.101	 
528 528 1008	127.504	129.195
16 784 1008	132.297	 
272 272 1008	134.41	136.488
16 400 1008	139.405	 
144 144 1008	140.373	142.086
16 208 1008	144.415	 
80 80 1008	145.429	 
160 672 992	146.645	149.363
32 32 672 992	151.666	 
32 160 160 992	153.28900000000002	154.156
160 224 992	156.537	 
32 480 992	158.231	159.576
992 992	161.227	161.77700000000002
992 992	163.255	 
992 992	163.481	 
128 736 992	164.815	 
128 128 672 992	166.02700000000002	166.905
128 128 704 992	168.897	 
128 128 448 992	169.766	170.428
192 448 992	172.179	 
320 448 992	173.974	174.715
512 640 896 960	178.588	 
640 640 896 896	179.823	181.624
128 896 896 896	183.276	 
256 896 896 896	184.524	185.139
768 896 896 384	188.772	 
896 896 896 256	190.372	191.056
128 896 896 768 256	193.239	 
640 896 896 256 256	194.389	 
640 896 896 256 256	197.698	 
640 896 384 768 256	202.529	 
640 896 256 896 256	205.33100000000002	206.428
384 896 256 896 256	210.471	 
256 896 256 896 256 256	211.803	212.592
256 896 256 960 256	217.012	 
960 128 480 128	218.544	219.53300000000002
960 128 992	222.516	 
960 384 960	224.602	225.221
992 384 896	233.197	 
992 384 896	234.174	 
64 960 384 896	235.239	 
64 960 384 384 128	237.061	 
576 960 384 384	241.662	242.4
576 960 448 256	245.62900000000002	 
576 960 960	247.11700000000002	 
576 832 960 256	249.49200000000002	 
576 576 960 384	250.71200000000002	251.67000000000002
512 576 960 384 128	255.608	 
576 960 384 384	256.982	257.603
512 960 384 384 128	262.88800000000003	 
960 384 384 384	264.221	 
512 896 768 768 768	266.184	 
768 768 768 768 768	267.092	267.483
512 768 896 768 768	269.541	 
384 960 384 384	270.44100000000003	 
384 960 448 256	272.41	 
384 960 960	273.171	 
256 960 960 256	274.51300000000003	 
960 960 384	275.483	 
896 960 384 128	277.72	 
384 960 384 384	278.722	 
384 992 384 128	282.189	 
192 1008 192	282.98	283.644
128 192 1008 64	286.509	 
192 192 1008	287.354	 
192 128 1008 32	290.488	 
128 128 1008 288	293.6	 
192 1008 288	296.004	296.508
64 192 1008 256	314.95	 
192 192 1008	316.032	 
192 224 992	317.891	 
384 960 960	319.01	 
384 960 832 64	322.192	 
384 960 576 576	323.012	325.745
128 128 960 576 576	332.083	 
128 992 576 576	333.609	 
1008 288 288	334.607	335.361
32 1008 288 256	340.32800000000003	 
288 1008 288	341.485	342.15000000000003
256 288 1008 32	347.442	 
288 288 1008	348.495	 
32 288 288 992	350.17400000000004	 
576 576 576 960	351.23	 
64 576 832 960	353.499	 
576 960 960	354.504	 
32 992 480	356.571	 
1008 480	357.40500000000003	 
992 496	358.332	 
480 1008	359.139	 
112 1016	361.208	 
96 1020	362.161	 
64 1022	363.166	 
1023	364.255	 
1022 512	366.244	 
1020 516	367.467	 
1020 68	369.127	 
1020 96	370.069	 
16 1016 96	373.065	 
288 1008 192	374.43	377.82800000000003
32 288 1008 128	380.104	 
32 288 1008 128	381.309	 
352 1008 128	382.272	 
352 1016	385.777	386.377
48 1020	389.42400000000004	 
32 96 1016	393.023	 
64 64 192 1008	394.354	395.58
64 192 192 992	398.108	398.741
64 192 192 992	401.742	 
64 64 192 1008	402.738	 
128 384 384 992	428.85	 
128 384 384 960 64	431.90500000000003	 
384 384 960 576	433.694	 
256 384 960 576 64	436.163	 
384 960 576 576	437.3	 
256 960 576 576 64	439.803	 
960 576 576 576	440.939	441.791
960 576 832 64	443.305	 
960 576 960	444.683	445.735
896 608 960	451.591	 
384 816 480	454.224	 
128 920 240	458.903	460.106
256 256 816 480	463.254	465.079
272 816 480	467.82	468.928
256 824 480	471.18	471.645
256 880 480	476.61400000000003	477.629
