1023	13.242	30.503
256 1022	72.978	 
128 1022	74.764	 
192 1020	78.675	 
896 1016	82.177	85.06700000000001
896 1008 512	95.81700000000001	 
896 1008 512	100.089	 
704 1008 512	101.729	 
832 1008 512	104.151	 
896 1008 512	105.289	 
896 992 768	107.815	 
896 960 896	109.511	110.671
896 960 896	117.816	 
128 896 896 896	119.934	 
64 192 448 960	124.727	127.08
64 448 384 960	132.358	 
32 224 192 960	135.28300000000002	136.534
64 224 192 960	205.935	 
128 128 448 384 896	209.002	 
256 256 896 768 768 256	211.311	 
256 256 896 768 256 256 256	213.255	 
256 256 896 896 256 256	216.457	217.767
256 256 768 960 256 256	221.703	 
128 128 128 992 128 128	223.00300000000001	227.01
128 384 992 128 128	231.25	 
128 448 960 128 128	233.561	 
128 384 992 128 128	235.561	 
128 448 992 128	239.329	 
128 128 448 992	252.705	253.816
256 768 896 960	259.597	 
512 768 896 960	260.976	261.537
896 896 960	270.024	273.945
768 960 960	284.407	 
512 768 832 960	289.141	 
768 768 768 960	291.134	 
512 768 768 768 896	293.237	 
768 768 768 768 768	294.815	295.42900000000003
512 512 768 768 768 768	299.869	 
512 512 512 512 768 768 768	301.413	 
512 512 512 512 512 512 768 768	303.134	 
512 512 512 512 512 512 512 512 768	306.005	 
512 512 512 512 512 512 512 512 512 512	308.829	 
512 512 512 512 512 512 512 512 512 512	309.064	 
512 512 512 512 512 512 512 512 512 512	311.842	312.692
768 256 256 256 256 256 256 256 256	318.925	 
896 128 128 128 128 128 128 128	324.644	 
896 384 128 128 128 128 128	327.845	 
896 384 384 128 128 128	330.456	 
896 384 896 128 128	332.475	 
960 192 448 64	334.903	 
960 192 960	336.132	337.847
992 32 480	381.507	386.639
64 960 64 960	390.729	 
64 64 448 64 960	394.675	 
128 128 896 128 896 128	396.479	398.52
128 896 192 896 128	404.38	 
896 224 896 128	406.373	 
896 240 896	408.825	 
400 240 896	413.029	 
800 480 800	414.724	416.462
256 288 480 800	451.962	 
576 576 960 576	453.85900000000004	455.08
768 576 960 576	463.535	 
768 576 960 768	466.059	 
768 512 960 768 512	469.075	 
768 512 960 512 512 512	470.76	 
768 512 896 512 512 768	473.81100000000004	 
768 512 768 512 512 896	475.003	 
896 512 512 512 512 896	478.931	480.17900000000003
512 768 512 512 512 512 896	488.943	 
512 512 512 512 512 512 512 896	490.31	490.974
512 768 512 512 512 512 896	500.37	 
512 512 512 512 512 512 512 896	502.243	 
768 512 512 512 512 512 896	509.962	 
896 512 512 512 512 512 768	520.042	 
896 512 768 512 512 512 512	522.54	524.35
384 256 384 256 256 256 768	533.942	 
192 128 128 128 128 128 896	535.7620000000001	 
64 64 64 64 64 64 960	537.258	 
64 64 64 64 192 960	541.891	 
64 64 64 64 64 64 960	544.513	544.873
128 192 128 128 128 128 896	557.577	 
192 128 128 128 128 128 896	558.649	 
448 256 256 256 256 256 768	559.899	 
448 256 256 256 256 256 768	560.146	 
896 640 512 512 512 512 512	561.778	 
896 640 640 512 512 512	566.3290000000001	 
896 640 896 512 512	568.041	569.3050000000001
896 640 896 512 512	574.242	 
896 640 640 512 512 512	576.525	 
960 320 256 256 256 256	578.429	 
992 128 128 128 128 128	580.412	581.712
960 128 128 128 128 192	602.573	 
896 128 128 128 128 448	604.163	 
384 128 128 128 128 960	609.101	611.331
384 128 128 128 640 896	617.6030000000001	 
128 128 128 640 640 896	619.595	 
128 640 640 640 896	620.725	 
896 640 640 896	621.612	623.354
128 384 640 640 896	627.003	 
128 384 640 640 896	627.187	 
384 128 640 640 896	628.763	 
192 64 64 320 960	630.845	 
192 64 64 320 960	632.659	 
64 64 320 320 960	633.7230000000001	 
320 320 320 960	637.0740000000001	638.9540000000001
704 640 640 896	656.5260000000001	 
448 640 640 896	657.653	 
960 128 640 896	658.588	 
960 128 128 896 128	659.708	 
960 128 128 384 128 128	660.832	 
992 64 64 64 64 64	663.796	664.835
960 128 128 128 128 128 128	669.7230000000001	 
960 128 128 128 128 128 128	673.841	 
960 128 128 128 128 128 128	676.678	 
896 256 256 256 256 256 256 256	678.139	679.314
384 768 256 256 256 256 256 256	682.5550000000001	 
128 896 128 128 128 128 128 128	685.35	 
960 64 64 64 64 64 64	687.1510000000001	 
960 576 64 64 64 64	688.755	 
960 576 576 64 64	689.938	 
960 576 576 576	691.178	692.218
512 960 576 576 64	706.047	 
512 512 960 576 64 64	707.61	 
512 512 992 576 64	710.184	 
512 544 992 576	711.458	 
544 544 992 512	712.7	 
544 672 992	714.2330000000001	721.746
512 672 992 128	735.496	 
512 544 992 128 128	737.696	 
512 512 992 128 128 128	739.135	 
512 512 512 960 128 128 128	741.457	 
512 512 512 896 128 128 384	743.977	 
512 512 896 128 128 896	746.663	747.799
512 896 640 128 896	827.687	 
512 896 640 128 896	833.346	 
640 896 128 128 896	837.0310000000001	 
384 896 128 128 896	838.089	 
896 384 128 128 896	838.951	 
896 128 384 128 896	839.778	841.628
