1023	14.534	 
1023	16.558	 
2 1022	41.699	 
4 1020 512	43.488	 
8 1020 512	46.549	 
8 1020 512	48.228	 
8 1020 256	51.379	 
8 508 768	53.1	 
12 504 768	55.514	 
8 508 768	58.744	 
64 508 768	60.821	 
96 504 768	64.414	 
96 496 784	67.03	 
96 496 800	69.934	 
96 496 784	72.55	 
96 1008 272	77.232	 
96 1008 288	78.896	 
96 1008 96	81.43	 
704 992 192	88.634	 
192 992 704	93.58200000000001	96.22200000000001
96 1008 96	103.014	 
64 192 992 192	105.59100000000001	 
384 384 960 384	107.647	 
448 384 896 384	110.97200000000001	 
448 384 384 896	113.147	 
192 896 384 896	116.11500000000001	 
192 896 448 768	118.34100000000001	121.31400000000001
128 128 896 448 768	127.24600000000001	 
128 384 384 448 768	129.54500000000002	 
128 384 896 448 256	131.17000000000002	 
128 384 896 960	132.522	 
64 192 448 960	134.724	136.02
128 192 448 960	140.701	 
128 448 192 960	142.35	 
256 896 384 896 256	145.41400000000002	 
256 896 768 896 256	148.883	 
256 256 768 768 896 256	150.616	 
256 256 896 768 768 256	152.143	 
256 256 896 896 768	154.006	 
256 896 896 896	158.207	 
512 896 896 896	160.924	 
512 896 896 384 256	162.925	 
768 768 896 384 256	166.064	 
768 768 896 256 384	167.722	 
768 768 768 384 384	171.992	 
512 768 896 384 384	174.095	 
896 448 192 192	176.87	 
896 448 448 64	182.687	 
128 896 448 448	186.875	 
128 960 192 448	190.4	 
128 896 448 448	192.335	 
128 896 448 384 128	194.15200000000002	 
128 896 448 448	198.199	 
128 896 448 192 128	199.16400000000002	203.415
960 448 192 128	205.123	 
256 896 896 384 256	207.104	 
256 960 896 256 256	208.477	 
256 960 896 768	209.91	 
128 224 960 384	211.984	213.957
128 448 960 384	217.623	220.578
128 960 960 128	225.115	 
128 448 960 384	227.442	 
256 256 896 896 768	231.697	 
256 384 768 896 768	233.354	 
256 896 256 896 768	235.3	 
256 896 256 896 256 256	238.571	240.05
256 896 256 768 384 256	242.904	243.68800000000002
256 768 384 768 384 256	247.933	250.933
384 256 384 768 384 256	253.142	 
384 256 896 256 384 256	255.413	 
192 128 960 128 128 128	256.843	 
192 128 896 384 128 128	258.443	260.909
128 192 896 384 128 128	262.75100000000003	 
128 128 192 896 128 128 128	266.819	 
256 256 384 768 256 768 256	269.709	 
256 256 256 768 384 768 256	271.561	 
256 256 896 384 768 256	272.742	 
256 896 896 768 256	274.271	 
256 896 896 896	275.617	 
896 960 896	277.209	 
896 896 896 256	278.322	 
896 896 384 768	280.433	 
256 768 896 384 768	283.385	 
256 896 768 384 768	284.47	 
256 896 256 896 768	286.171	 
256 896 256 384 896	288.747	 
256 384 256 896 896	290.386	 
256 384 256 896 896	292.793	 
256 256 768 896 896	294.121	 
256 896 896 896	297.345	 
256 960 768 896	298.866	 
256 960 768 768 256	300.932	 
256 960 768 256 256 256	302.98900000000003	 
256 960 256 256 256 256 256	304.244	 
256 256 896 256 256 256 256 256	307.332	 
256 256 768 256 256 256 256 256 256	309.85200000000003	 
512 512 768 512 512 512 512 512 512	313.98	 
256 256 384 256 256 256 768 256	315.788	 
256 256 384 256 256 768 256 256	317.716	 
128 128 192 128 128 896 128	319.1	 
128 128 192 128 128 960	321.204	 
128 128 128 128 128 992	324.708	 
128 128 128 192 128 960	326.45300000000003	 
128 384 192 128 960	328.885	330.41200000000003
128 128 192 384 960	334.365	 
128 128 384 384 960	335.494	 
384 384 384 960	337.41200000000003	 
128 384 384 384 896	340.197	 
768 768 768 768 768	341.41200000000003	 
768 768 896 768 512	343.244	 
512 768 768 896 768	348.437	 
512 768 896 896 512	349.933	 
768 768 896 896	351.277	 
256 768 768 768 896	353.413	 
768 768 768 768 768	354.62	 
768 896 768 768 512	356.141	 
768 896 896 768	357.318	359.701
896 384 448 384	361.485	 
768 384 448 896	364.5	 
768 448 448 768	370.03700000000003	 
768 480 448 256	373.261	 
512 512 960 896 512	375.19800000000004	 
512 768 960 896	378.372	 
512 768 896 960	382.141	 
512 768 896 896 512	383.837	 
512 768 896 768 768	385.557	 
512 768 960 768 512	387.957	 
256 384 960 384 256	390.269	392.293
256 256 960 896 256	395.045	 
256 384 896 896 256	396.621	 
256 256 384 896 896	399.093	 
256 256 384 896 896	401.42900000000003	 
256 384 384 896 768	402.309	 
256 384 384 896 384	404.373	 
256 384 384 896 768	405.294	 
128 384 384 896 768	407.581	409.133
128 384 896 768 768	410.742	 
128 384 768 768 896	412.214	 
384 896 768 896	415.413	 
384 896 384 896	417.687	 
384 896 256 896 256	419.318	 
256 256 896 256 896 256	421.829	 
384 256 768 256 896 256	423.118	 
896 256 256 256 896 256	424.205	 
896 768 256 256 384 256	425.188	 
896 896 256 256 256 256	426.532	 
256 896 896 256 256 256	428.621	 
256 256 896 896 256 256	432.293	433.516
256 256 960 896 256	435.749	 
